TCGA.C8.A12P.01	TCGA.A8.A08X.01	TCGA.AN.A0FV.01	TCGA.A8.A076.01	TCGA.A8.A09G.01	TCGA.A2.A04W.01	TCGA.BH.A0EE.01	TCGA.AO.A0JE.01	TCGA.C8.A12Q.01	TCGA.A8.A07I.01	TCGA.A8.A094.01	TCGA.E2.A159.01	TCGA.AN.A04D.01	TCGA.B6.A0IQ.01	TCGA.AN.A0FL.01	TCGA.A2.A04P.01	TCGA.AR.A0TS.01	TCGA.AN.A0XU.01	TCGA.AR.A0TP.01	TCGA.BH.A0E0.01	TCGA.A2.A0SX.01	TCGA.BH.A18V.01	TCGA.AO.A12F.01	TCGA.AR.A1AJ.01	TCGA.A2.A0YM.01	TCGA.A2.A0ST.01	TCGA.A2.A0CM.01	TCGA.C8.A134.01	TCGA.AN.A0XT.01	TCGA.BH.A0BJ.01	TCGA.A1.A0SH.01	TCGA.BH.A0H6.01	TCGA.AR.A1AK.01	TCGA.BH.A18H.01	TCGA.BH.A0BV.01	TCGA.C8.A132.01	TCGA.A2.A0YI.01	TCGA.A2.A0CQ.01	TCGA.BH.A0B4.01	TCGA.BH.A0DP.01	TCGA.BH.A0E7.01	TCGA.AO.A12A.01	TCGA.BH.A0BS.01	TCGA.BH.A0BQ.01	TCGA.A2.A0EV.01	TCGA.A8.A0A4.01	TCGA.E2.A1B6.01	TCGA.BH.A0GY.01	TCGA.BH.A0BA.01	TCGA.B6.A0RM.01	TCGA.A2.A0SU.01	TCGA.E2.A15J.01	TCGA.E2.A1BC.01	TCGA.A8.A07F.01	TCGA.E2.A15O.01	TCGA.E2.A14Z.01	TCGA.BH.A0BM.01	TCGA.BH.A0HK.01	TCGA.BH.A0H7.01	TCGA.A2.A0YL.01	TCGA.BH.A0BP.01	TCGA.AR.A1AS.01	TCGA.E2.A14Q.01	TCGA.E2.A10E.01	TCGA.AN.A0XO.01	TCGA.E2.A15P.01	TCGA.B6.A0X0.01	TCGA.A2.A04N.01	TCGA.A8.A091.01	TCGA.A8.A099.01	TCGA.B6.A0RQ.01	TCGA.A8.A09I.01	TCGA.A8.A09M.01	TCGA.A8.A082.01	TCGA.E2.A14W.01	TCGA.BH.A18L.01	TCGA.A8.A06N.01	TCGA.AR.A0TT.01	TCGA.A8.A07W.01	TCGA.AO.A03O.01	TCGA.E2.A14O.01	TCGA.BH.A0BF.01	TCGA.AN.A041.01	TCGA.E2.A10A.01	TCGA.AR.A0TY.01	TCGA.E2.A107.01	TCGA.A2.A0YH.01	TCGA.E2.A109.01	TCGA.BH.A18F.01	TCGA.AN.A0FF.01	TCGA.A8.A09R.01	TCGA.C8.A12M.01	TCGA.AN.A0AM.01	TCGA.AN.A0AS.01
ACSL5	2.12916666666667	1.939	-2.52383333333333	-1.08033333333333	0.386333333333333	-0.38	1.59316666666667	1.03033333333333	-0.137666666666667	-0.938833333333333	-0.578333333333333	0.877166666666667	-1.06766666666667	-1.25466666666667	-0.84	-0.233166666666667	0.316333333333333	1.03583333333333	-2.46583333333333	2.43066666666667	0.896166666666667	0.466	-0.583833333333333	1.04933333333333	0.074	1.5225	1.4955	0.683666666666667	0.133833333333333	-0.225833333333333	-1.37233333333333	-0.829	0.189833333333333	-0.194833333333333	-0.708166666666667	-0.0558333333333333	-0.185666666666667	0.540166666666667	-0.616166666666667	0.304	-1.43683333333333	1.69483333333333	1.632	1.028	-0.644833333333333	-0.559166666666667	0.938166666666667	0.521166666666667	0.168666666666667	-1.719	0.806	-0.156	0.252833333333333	-0.5775	-0.591	0.8185	0.574	-0.6025	-1.339	0.727833333333333	-0.332333333333333	-2.01533333333333	-0.779833333333333	-0.9385	0.388166666666667	-0.6705	0.6155	1.64716666666667	-0.912	-0.808666666666667	0.4495	-1.117	-0.0333333333333333	-1.63233333333333	-2.19616666666667	-1.29166666666667	-2.47483333333333	0.307166666666667	-1.16033333333333	-0.373	-0.84	0.3915	-1.60033333333333	-0.951	-1.51883333333333	-0.0551666666666667	0.131	-1.40583333333333	0.4085	-0.638666666666667	-0.0801666666666667	-1.34616666666667	3.16916666666667	0.208833333333333
ACTBL1	-2.454	-0.365	0.84475	1.62675	-1.171	-1.865	-2.10725	-1.3185	-0.8375	0.65175	0.16575	-3.02175	-2.29525	-1.4925	-1.243	-1.261	-2.94225	0.3765	-2.71275	-2.77975	-2.93175	-1.44975	-2.296	-2.1875	-2.27975	-0.21425	-1.7095	-2.44525	2.21275	0.962	-1.26975	-1.45425	0.0825	3.30975	1.21925	1.70775	1.19075	1.80625	0.473	0.12825	-2.261	0.4575	-2.962	0.019	2.11975	1.24775	-0.88475	0.1615	-3.06525	0.42075	0.8055	-0.3035	-2.34275	-2.327	2.20875	-0.546	-0.1815	-2.24125	-0.38625	-0.157	1.6195	-1.95325	0.8975	-0.348	-0.2415	1.9715	1.291	0.725	1.07425	0.94225	0.74975	0.82875	1.766	-0.875	0.92675	1.6995	0.86775	-0.38475	0.81725	0.93425	0.40775	-1.77275	1.24025	-2.7	2.41725	1.388	-1.66525	0.96975	-0.99325	2.1355	-2.5065	2.717	0.38475	-1.33
ACTG2	0.1953	0.2541	1.4327	0.00180000000000001	-0.2749	-0.5429	-0.5828	0.0235	0.5051	0.5467	1.4259	-0.8722	0.4597	3.1589	0.7277	2.2515	2.8195	-0.6677	4.2109	-0.8823	-0.2661	3.0189	4.2057	0.1199	3.7158	1.6318	1.8517	3.7067	0.574	-0.1078	1.6359	1.0852	1.7633	0.5372	-0.9624	2.2028	-0.3858	0.1825	1.675	1.1612	-0.7108	2.5345	1.8697	1.5539	0.4947	3.7356	-0.0143	0.9893	0.3104	-1.2652	0.8411	0.0346	1.0268	0.7334	0.0574	1.3181	2.6692	-0.7403	1.217	1.7599	2.0073	0.344	0.8257	-0.3109	3.4533	1.109	1.6839	0.5697	-0.6137	-1.5947	2.812	0.325	-1.4692	-1.4149	-0.533	-1.6954	-0.0776	-0.5599	-0.5099	-0.4158	-0.8298	0.2593	0.5951	-0.2658	0.7672	0.2757	-0.28	-0.6664	0.7728	-0.7612	0.6553	-0.5356	-0.2296	0.0164
ACTL8	0.540833333333333	-1.79933333333333	-2.1885	-3.28883333333333	-2.54233333333333	-1.41616666666667	-3.51633333333333	-2.25616666666667	-3.5125	-3.6525	-3.41783333333333	-1.64666666666667	-4.176	-1.69916666666667	-3.43433333333333	1.84416666666667	-1.15833333333333	-2.48966666666667	-2.6495	-0.652666666666667	-4.718	-1.07666666666667	-1.72183333333333	-0.284	3.69316666666667	-1.757	4.16266666666667	2.92916666666667	-3.35833333333333	-3.715	-3.84516666666667	-3.86666666666667	-3.605	-1.13083333333333	-3.1255	-2.34566666666667	-3.76783333333333	-3.64516666666667	-4.09183333333333	-4.0125	-4.09716666666667	-3.07766666666667	-2.84483333333333	-3.705	-3.95716666666667	-3.949	-2.4685	-1.8	-3.328	-3.70466666666667	-2.0995	-0.906833333333333	-4.14283333333333	-3.51883333333333	-3.37416666666667	-3.45716666666667	-3.8885	-3.092	-3.23316666666667	-4.1505	-2.98683333333333	-1.32216666666667	-3.2675	-3.79116666666667	-3.6505	-3.39666666666667	-2.2835	-2.8295	-3.89116666666667	-3.99833333333333	-4.06316666666667	-2.99316666666667	-3.07783333333333	-3.7815	-3.54133333333333	-2.3625	-4.113	-2.504	-3.46633333333333	-2.14316666666667	-1.96333333333333	-4.0235	-4.26483333333333	-4.07166666666667	-3.124	-2.4715	-1.1145	-0.656166666666667	-1.1615	-2.79983333333333	-3.55066666666667	-2.6255	3.00133333333333	-2.53833333333333
ACTN2	3.95925	-0.12225	2.86575	2.3775	-0.9135	0.56575	0.99125	-0.48525	-2.52075	1.17325	-1.55225	-0.41625	0.786	4.04075	1.96325	0.7	-1.52475	4.02175	-1.599	-1.95875	0.63525	0.825	-0.79425	-0.6675	-0.1215	-0.69775	-1.059	0.519	-1.31625	-1.2245	0.216	-1.54925	-1.15625	-1.6595	-1.76066666666667	-0.54825	-0.64525	-2.00575	-1.93625	-1.122	-2.62325	-1.152	5.04625	-0.89375	-1.516	0.35825	-1.2395	-1.36125	-0.915	7.58325	4.8455	-2.62875	-0.9465	-1.79825	-2.432	4.718	-0.973	-0.65	-1.39825	-0.92575	-1.11225	-2.4015	-0.6935	2.08225	0.22025	1.58275	-1.813	-0.488	-1.87025	3.69725	2.918	4.388	-0.552	-1.84275	3.752	0.02225	-1.781	-0.92975	-2.13775	-1.52775	-0.467	-1.1295	-0.2675	-2.18625	4.90225	-1.58475	-0.298	0.14025	0.585	1.09775	3.55825	-0.969	2.7475	-0.71225
ACVR1C	-1.44166666666667	-1.53516666666667	-0.501333333333333	-1.01	-0.262	-1.26816666666667	-1.8995	-0.764833333333333	-0.341666666666667	0.3345	0.0228333333333333	-0.318	-1.1135	-0.00816666666666666	-2.32733333333333	-0.0475	1.18933333333333	0.197833333333333	-0.824	0.870333333333333	1.55333333333333	-0.5655	-0.410833333333333	1.373	-0.889	-0.345666666666667	-0.574166666666667	-0.876666666666667	-0.0781666666666667	0.00366666666666667	-1.51083333333333	-0.151	0.134	-1.01	-0.827166666666667	-0.344333333333333	0.664333333333333	0.744333333333333	-1.2515	0.993666666666667	-2.5145	1.31916666666667	-1.56333333333333	1.124	0.573166666666667	-1.27433333333333	2.0935	-1.11516666666667	1.22766666666667	-1.2955	-0.580833333333333	-1.38933333333333	3.84916666666667	-1.524	-1.6995	0.605	3.02383333333333	2.85483333333333	-0.812166666666667	-0.103333333333333	3.73883333333333	-2.17983333333333	-0.235666666666667	1.01683333333333	0.356333333333333	-0.0415	-1.05566666666667	-0.908833333333333	0.728333333333333	-2.81483333333333	0.531	-0.507166666666667	-1.4755	-1.35383333333333	-1.29133333333333	0.415666666666667	-0.913833333333333	0.1675	-0.658	-0.811333333333333	-1.83266666666667	-0.3175	-1.41916666666667	0.9685	-1.06583333333333	-0.302333333333333	-1.48	-0.545833333333333	3.21716666666667	0.946833333333333	0.113166666666667	-1.1508	-0.486166666666667	-1.89416666666667
ACY1L2	-3.6545	-1.3065	-3.248	-3.2065	-3.0525	-2.9605	0.0385	-3.0105	-2.7675	-3.319	-0.4565	-0.4675	-0.3465	0.8585	-0.3295	1.047	0.731	1.187	-0.016	0.0215	0.563	0.6835	1.8215	0.018	1.784	0.6445	0.5895	1.099	-2.259	-1.819	-2.3875	-1.9335	-1.646	-1.707	-3.2415	-1.801	-2.429	0.3785	-2.8435	-2.182	-3.4105	-0.3525	-3.222	-1.794	-3.101	-1.3445	-1.613	-3.097	-2.5855	-1.8005	-0.5325	0.494	-3.1575	-2.605	-2.661	-1.803	-1.0475	-3.986	-3.4295	-1.177	-2.338	-3.1765	-1.833	-2.9905	-2.307	-2.44	-2.39	-1.959	-0.375	-2.9585	0.652	-4.091	-3.0695	-3.803	-1.246	-2.524	-0.549	-2.064	-3.1065	-4.453	-4.8895	-3.1975	-3.196	-3.0975	-3.141	-2.4995	-3.3465	-1.5715	-2.589	-2.985	-1.9925	-3.1705	0.2515	-2.9045
ADAM8	2.02975	2.124875	3.069125	2.326375	1.574375	0.625125	1.062	3.02225	2.7715	2.448125	2.887875	2.42925	-0.130125	1.4725	2.329375	0.854	2.3905	2.966	0.7225	0.675	3.41775	2.832375	0.445125	3.418625	3.72125	3.543125	2.86975	1.991	0.707	2.15975	0.446125	0.513	1.771375	3.28025	2.63325	1.96675	2.773875	1.762625	0.474375	0.783625	1.36525	1.385625	1.0425	1.95825	1.8145	-0.009375	2.778375	3.103375	2.587125	-0.696125	1.204875	2.508625	0.42625	1.693375	1.6465	2.232875	1.726375	4.0275	1.546	0.440875	1.2145	3.094125	2.476375	1.909625	0.59875	-0.021125	2.68575	0.036875	0.242875	2.320625	-1.006875	4.214875	2.633625	1.843625	1.98275	0.688375	0.469125	3.40325	2.859	1.18525	1.37175	2.43525	2.629625	3.14725	-0.096375	0.355375	2.933875	0.7965	2.78275	2.431875	3.466	-0.0465	3.005875	4.433375
ADAMDEC1	6.50625	6.06975	2.8035	3.95925	6.3925	5.193	6.76075	7.46575	6.05	6.71625	7.17675	7.8065	4.124	3.8575	3.1995	6.69525	6.919	6.1235	3.9705	2.35525	6.1405	7.016	1.29875	6.851	7.252	8.50175	7.65325	7.90725	3.22975	5.21925	3.4565	3.65925	6.9745	7.33175	5.10875	6.73475	3.43425	2.59675	5.944	4.03225	4.1325	4.42725	5.195	3.93425	4.141	3.67825	7.2385	5.93	6.7335	4.77225	3.58925	4.236	3.35425	4.7095	5.65925	6.69025	2.06275	4.1	4.62675	3.436	4.44525	3.79975	2.398	4.1155	2.52875	5.1195	3.686	3.49825	2.78575	4.11475	3.096	6.62425	7.1395	3.45925	0.99925	5.81825	4.27575	7.40875	5.80575	7.47075	4.802	7.26	5.44225	5.00175	5.746	4.1745	6.93375	5.33275	5.1425	6.03125	5.23075	4.849	2.54175	5.90625
ADAMTS1	-2.3409	-2.996	-2.6268	-3.3021	-2.8575	-1.3926	-1.8102	-0.3715	-1.4708	-3.2204	-1.7867	-1.7931	-2.532	-1.4738	-1.0038	-0.6111	-2.0191	-1.2004	-0.9962	-3.0806	-1.0997	-1.3316	1.4116	-1.5492	0.1803	-1.1801	-1.3112	-0.3401	-0.9937	-2.3672	-1.1109	-2.3971	-0.6113	-0.5277	-2.771	-1.5206	-1.877	-2.3748	-1.6623	-1.4912	-2.8664	-1.2145	-2.553	-1.5253	-2.8319	-1.3694	-0.9625	-0.6828	-2.3109	-2.932	-1.732	-3.0998	-1.2289	0.7581	-1.7048	-1.0703	-1.4488	-0.1073	-2.5217	-0.5778	-0.6803	-4.6773	-0.9923	-3.2145	-0.6627	-1.3396	-3.3675	-1.664	-3.2228	-3.4455	-0.7333	-3.0447	-3.855	-3.7896	-0.0901	-1.6537	-3.7624	-2.1623	-3.147	-3.4129	-3.4394	-0.6631	-2.7138	-2.9258	-1.804	-1.9677	-0.52	-2.7299	-0.6093	-2.1977	-2.5176	-1.9279	-0.3881	-3.0348
ADAMTS19	-2.281	-2.2585	-2.0665	-0.656	-1.9905	-1.846	-2.78175	0.475	-0.00225	-0.91275	0.2825	-3.628	0.384	2.368	3.6545	-2.26	-2.48875	-2.77725	-2.6	-1.419	-2.1945	-2.268	1.864	-2.396	-2.45325	-2.77425	-2.67175	-2.37775	3.9195	1.45125	-2.16875	-3.074	0.104	-1.097	-1.5865	1.51375	-0.6075	1.55875	0.1845	-2.5185	2.1335	-1.97675	-1.5175	-2.45425	-2.8945	0.3535	-2.91375	0.55	-1.54825	0.63675	-1.06025	-3.645	-1.3375	-2.50766666666667	1.22325	0.2975	-2.0905	-3.02925	-0.40325	-2.08975	-1.87075	-3.42975	-0.924	0.2855	-2.082	1.69875	-2.51866666666667	-0.1215	-0.58325	0.48975	-2.05075	-0.56875	-1.64	-0.8245	-1.8545	0.336	0.1905	1.23125	-3.014	-2.40975	-2.17033333333333	-3.38925	-1.525	-0.36375	-1.34175	1.841	0.1295	0.36825	-0.06375	-0.7445	-2.443	-1.853	-0.76575	-2.601
ADAMTS5	2.438	3.51325	1.963	3.23725	0.63675	2.54125	0.674	3.01075	2.4335	2.4515	2.919	2.0145	1.9905	1.15375	1.954	2.9395	2.82275	2.10425	2.04	0.55225	3.05825	2.9805	4.33825	3.98075	3.65325	2.73975	2.89775	1.838	0.7825	2.62575	3.842	2.146	2.519	1.22725	1.55675	2.615	1.87325	1.01175	2.83675	2.33325	2.5435	3.28075	0.811	2.993	1.87075	1.55	2	1.4165	2.89575	-0.1745	1.88475	1.17025	2.65325	0.471	0.28175	2.02175	3.802	2.555	1.2575	3.08475	4.20675	1.227	1.8815	1.1735	2.64075	2.79	1.315	3.074	0.83825	1.38425	4.56925	1.99325	1.58825	1.44475	1.3015	1.42925	2.03975	3.0665	2.30775	0.2005	-0.6755	1.91475	2.785	2.9895	1.491	0.78325	1.94025	0.981	3.55875	2.15275	2.029	2.175	2.924	2.91275
ADAMTS9	-0.5295	0.1767	2.466	-0.5972	0.2627	0.701	0.2044	-0.2643	0.0768	-0.3111	-0.1596	-0.024	-0.2324	2.8701	1.1015	0.4535	0.4641	-0.2711	1.243	-0.4072	0.2649	0.4742	3.5453	1.4878	1.8453	0.7832	0.3116	0.3777	0.5736	0.2249	-0.5259	0.2932	0.635	1.7184	-0.4785	0.4651	0.8053	0.104	0.0841	0.5764	0.3271	0.2101	-0.5884	0.2541	-0.2722	-0.2768	0.5277	0.5078	-0.0698	-1.0199	0.1862	-0.4863	0.1169	-0.071	-0.2817	0.4944	0.2945	0.7098	-0.2113	0.8928	1.6247	-1.2547	0.2409	-0.3252	-0.473	1.1966	-0.7312	0.1634	-0.0722	-0.6705	0.8066	-0.8081	-1.0828	-0.4342	-1.5899	-0.1375	-0.7507	-0.1467	-0.7656	-0.4098	-1.0927	-0.1147	0.2853	-0.0796	0.6576	0.2571	-0.3226	-0.3439	0.5433	-0.289	-0.607	0.4616	-0.6289	-0.9299
ADD3	-0.68925	-0.696625	-1.632625	-1.2155	-1.478	-0.2135	-2.05825	-0.061875	-0.0925	1.0195	-1.63575	0.254125	-0.697125	-0.385	1.3065	-0.3015	0.163625	0.4765	-0.829125	-0.667375	0.6545	-0.746125	-1.695625	0.033	0.4895	0.594875	-0.73825	-0.38725	-1.4375	-0.927	0.466	-0.627375	-0.52275	-1.159375	-1.261625	0.178	-1.007375	-2.939375	-0.034375	-0.871	-1.766375	-0.724375	-0.653625	0.04475	-1.316625	-0.73575	0.572375	-1.427	-1.18475	0.616875	-0.71975	-2.7295	-0.408375	0.694125	-2.037875	1.038375	-0.275375	-0.910625	-0.1615	0.4155	-0.138375	-3.14975	-1.04725	-1.456125	-1.7375	0.4025	-1.068	0.006625	-1.265875	-1.70075	0.83675	-2.257875	-1.414625	-1.1885	-1.13075	-0.923875	-1.12625	-0.43025	-1.1665	0.68025	-2.587625	-0.1265	0.8205	-0.559	-2.278875	-2.254625	-0.843375	-1.28625	-0.127375	-1.37125	-1.053375	0.650625	-1.621125	-0.4445
ADH1A	0.836	2.0105	0.4975	3.17	3.5665	1.2645	3.9215	2.794	3.6555	3.436	0.119	1.8155	-0.0505	-0.4625	1.5235	2.8185	3.6185	0.115	0.2805	1.794	3.134	3.202	4.688	3.6565	3.1085	3.313	1.368	1.7845	3.6355	3.7255	0.64	3.7525	3.931	2.5475	2.0505	2.985	2.6305	1.653	3.0475	3.7865	0.574	4.1	3.537	3.755	3.9755	3.7105	4.4255	3.3345	4.1255	1.834	2.438	2.1785	3.9675	2.471	2.3645	3.538	4.222	4.143	1.892	3.209	4.0025	1.606	2.851	3.3355	0.9055	3.3505	1.653	2.2695	3.162	0.3765	3.536	2.404	0.58	1.911	0.367	4.04	0.643	3.5595	3.826	3.55	2.2635	3.4835	1.046	2.196	2.7585	3.3235	1.2635	0.8045	3.8135	3.306	2.843	0.335	0.0885	4.584
ADH1B	0.7895	1.0834	0.396	2.43566666666667	3.104	0.765333333333333	2.12883333333333	0.878833333333333	3.49283333333333	2.86633333333333	0.117166666666667	1.48933333333333	-0.220166666666667	-0.198	0.5435	2.0275	4.17183333333333	0.118	-0.1206	0.387	4.1765	3.20016666666667	4.76033333333333	3.92683333333333	1.913	2.70216666666667	0.9335	1.197	3.27933333333333	4.10933333333333	0.482166666666667	3.7145	3.66333333333333	0.896333333333333	1.20583333333333	2.23783333333333	1.91316666666667	1.6495	1.85766666666667	3.416	0.906	4.08166666666667	2.265	3.54633333333333	4.11316666666667	3.00333333333333	4.65983333333333	2.47366666666667	4.14866666666667	1.30033333333333	1.70683333333333	1.84383333333333	5.1135	1.09816666666667	2.21283333333333	3.15933333333333	4.73616666666667	5.15883333333333	1.45333333333333	2.36833333333333	4.83833333333333	1.38	1.661	2.87783333333333	0.631	3.08383333333333	1.14183333333333	1.56616666666667	2.897	0.226333333333333	3.08416666666667	1.81766666666667	0.627666666666667	1.56116666666667	-0.3658	4.084	0.242833333333333	2.60883333333333	3.78283333333333	2.52866666666667	1.8685	2.34616666666667	0.954666666666667	1.7585	2.22966666666667	2.32916666666667	0.742666666666667	0.394833333333333	4.29116666666667	3.81766666666667	2.143	0.224666666666667	0.292166666666667	2.25783333333333
ADH1C	0.829	2.4895	0.7455	3.972	4.3595	1.339	6.024	3.3455	4.624	3.847	0.629	1.674	0.706	0.456	2.1775	2.9265	4.437	0.551	0.2365	1.1465	5.166	3.374	5.4465	4.19	3.021	4.228	1.5455	1.8025	3.8255	4.997	0.613	5.05	4.8325	2.542	1.558	3.1165	3.0295	2.054	2.889	4.9045	0.647	5.1155	3.579	4.467	5.411	4.428	5.499	3.3905	5.112	2.112	2.741	2.0975	5.5685	2.875	3.2035	4.0465	5.975	6.214	1.8865	3.3565	5.246	1.9845	2.666	5.0315	1.27	4.09	1.5705	2.3195	3.9365	0.083	3.6355	2.7145	0.938	2.2925	0.8825	4.4535	0.2605	3.742	4.9785	4.126	2.4965	3.4515	0.807	1.744	3.196	3.3185	0.8385	0.949	4.588	4.934	2.5065	0.7735	0.179	5.727
ADHFE1	0.46575	-1.30075	-0.32325	-0.0965	-0.77175	-0.7535	-1.1135	1.7825	-0.376	0.269	-0.162	-0.319	-0.13	0.9915	1.542	0.93225	1.79675	-0.4985	1.62575	-0.6605	1.49025	2.143	-0.959	1.354	1.8315	0.352	1.086	3.9895	0.57425	-0.61275	0.54825	3.128	1.76175	0.96375	0.2685	0.84275	1.083	1.05875	0.17825	1.1205	2.48025	1.595	2.90575	0.0835	1.089	1.87675	0.6255	0.136	0.7515	1.861	-0.3955	0.2355	1.605	0.7305	1.73925	1.4595	1.545	0.6005	2.315	1.209	1.204	0.5585	1.34375	1.25175	0.641	0.7925	0.58775	2.45275	2.10525	0.097	1.2545	-0.26225	0.511	1.00975	-1.038	1.222	2.42775	-0.21625	-1.1275	1.99625	2.455	1.17475	0.794	0.39525	0.20575	1.53725	1.047	-0.0555	0.85775	1.55925	-1.463	-0.99525	-0.0725	0.96275
ADIPOQ	0.674666666666667	0.015	0.432666666666667	1.603	3.19133333333333	0.384833333333333	-0.002	0.541833333333333	2.83366666666667	2.56366666666667	0.399333333333333	1.15	0.3422	0.3625	0.562166666666667	1.6165	3.91566666666667	0.567	0.205833333333333	-0.132666666666667	3.80383333333333	2.08616666666667	4.03766666666667	3.1845	1.87283333333333	0.3375	1.0175	0.32	2.8255	4.0585	0.3145	3.49533333333333	2.73566666666667	0.671833333333333	0.726333333333333	1.01116666666667	2.26816666666667	0.6085	0.609	4.117	0.755333333333333	4.2955	1.642	3.59283333333333	3.98666666666667	0.373333333333333	4.7785	2.1525	3.983	0.7685	1.44733333333333	0.398833333333333	4.95816666666667	0.506166666666667	1.94166666666667	2.85566666666667	5.3625	5.141	0.744833333333333	1.5005	4.67516666666667	-0.0853333333333333	1.625	3.31533333333333	0.623166666666667	3.17533333333333	0.384333333333333	0.3475	3.03433333333333	0.0466666666666667	3.009	1.71116666666667	0.506166666666667	1.47566666666667	0.182666666666667	3.4695	0.492166666666667	1.95233333333333	4.14383333333333	1.9565	1.6525	2.82316666666667	0.504166666666667	1.69616666666667	1.612	2.53966666666667	0.909333333333333	0.446333333333333	4.0665	3.87316666666667	2.6525	0.0574	0.370833333333333	0.507333333333333
ADM	-1.63566666666667	-1.37766666666667	-0.801888888888889	-1.50055555555556	-3.39688888888889	0.528	0.307777777777778	-0.0415555555555555	-2.61911111111111	-2.38988888888889	-0.868111111111111	-1.88977777777778	-3.43744444444444	-1.72188888888889	-0.536444444444445	0.128777777777778	-1.83144444444444	-0.424333333333333	0.962	-0.971	-1.30922222222222	-1.27466666666667	-1.75188888888889	-0.246444444444444	-1.72511111111111	-2.79511111111111	-2.33366666666667	-0.258333333333333	-3.62711111111111	-2.78633333333333	-3.05722222222222	-2.35233333333333	-2.20733333333333	-2.95755555555556	-3.73133333333333	-2.97111111111111	-3.21044444444444	-2.28022222222222	-2.815	-0.903111111111111	-3.28511111111111	-2.61566666666667	-3.01288888888889	-1.90288888888889	-3.009	-3.30033333333333	-1.46488888888889	-0.591777777777778	-1.42944444444444	-4.12111111111111	-3.10522222222222	-2.502	-0.918666666666667	-2.22144444444444	-3.18177777777778	-2.15144444444444	-1.889	-1.66888888888889	-1.20788888888889	-2.45366666666667	-1.51288888888889	-0.453333333333333	-3.889	-2.35466666666667	-0.205777777777778	-3.144	-4.47488888888889	-2.51488888888889	-4.08466666666667	-4.26322222222222	-3.48766666666667	-2.21333333333333	-3.26988888888889	-1.43222222222222	-0.163333333333333	-3.079	-3.396	-3.032	-2.25933333333333	-2.74411111111111	0.534555555555556	-1.74711111111111	-3.55444444444444	-1.89133333333333	-2.66344444444444	-3.97277777777778	-1.734	-2.69577777777778	-0.815555555555556	-3.17477777777778	-2.49377777777778	-3.64588888888889	-1.24877777777778	0.922444444444444
ADM2	1.81733333333333	2.44216666666667	3.08383333333333	1.94066666666667	2.21233333333333	1.89133333333333	0.517166666666667	2.23683333333333	0.715	0.4985	2.561	0.888	0.669166666666667	0.778833333333333	1.88766666666667	0.226833333333333	1.382	1.19516666666667	1.00716666666667	-0.294833333333333	0.0716666666666667	2.90483333333333	0.44	0.525333333333333	1.833	1.2125	1.1425	0.669	0.3525	0.037	0.310833333333333	1.143	0.6525	-0.1155	0.293333333333333	0.293166666666667	1.1965	1.23683333333333	-0.2935	0.632333333333333	0.674666666666667	0.282	0.364833333333333	1.55316666666667	0.0766666666666666	0.489833333333333	0.833333333333333	0.547	0.978	0.624166666666667	0.0266666666666667	1.45666666666667	1.04966666666667	1.12666666666667	-0.00483333333333334	0.204666666666667	0.3405	0.439	1.84766666666667	0.523666666666667	0.717833333333333	2.18816666666667	-0.0638333333333333	1.11516666666667	0.353333333333333	-0.557	1.07433333333333	-0.376166666666667	1.68183333333333	1.81383333333333	0.205	3.68333333333333	1.8595	0.623666666666667	0.789166666666667	-0.225833333333333	0.925166666666667	-0.2235	1.88616666666667	1.12766666666667	0.976	0.303166666666667	1.65566666666667	-0.1335	1.13366666666667	0.495166666666667	1.064	1.4895	1.15966666666667	-1.06483333333333	0.0803333333333333	0.23	2.52483333333333	3.253
ADORA2A	-0.377625	0.473625	0.908	-0.18725	0.496125	-0.779625	-0.780625	0.140875	-0.749625	-0.022125	0.82375	-0.181875	-0.892375	-0.643	-0.843875	0.33	0.68225	-0.684	1.883625	-0.198625	0.288625	1.6705	-0.802	0.79625	0.012625	1.308375	0.357625	-0.00450000000000001	1.92575	1.47725	0.4465	-0.33225	0.3095	1.83725	0.162875	0.55625	0.892375	0.330125	2.308	2.214125	0.531125	1.482	-0.764	-0.205	-0.272	-0.97	1.523125	0.227625	2.202	-0.796125	-0.370875	0.4135	-0.74575	1.412375	1.578125	2.30975	1.15525	3.646875	-0.186625	0.938625	0.875	2.25125	-0.618625	0.782375	1.7035	-0.701375	2.425625	-0.688125	1.48925	2.5	-0.52875	1.44125	2.660625	-0.638	1.790125	-0.655	-0.0825	1.40625	-0.758875	0.484	0.00149999999999999	1.519375	0.533125	-0.838125	-0.51775	-0.736	1.8365	0.107	0.91675	-0.7035	-0.572875	0.010125	-0.351	1.170125
