TCGA.C8.A12P.01	TCGA.A8.A08X.01	TCGA.AN.A0FV.01	TCGA.A8.A076.01	TCGA.A8.A09G.01	TCGA.A2.A04W.01	TCGA.BH.A0EE.01	TCGA.AO.A0JE.01	TCGA.C8.A12Q.01	TCGA.A8.A07I.01	TCGA.A8.A094.01	TCGA.E2.A159.01	TCGA.AN.A04D.01	TCGA.B6.A0IQ.01	TCGA.AN.A0FL.01	TCGA.A2.A04P.01	TCGA.AR.A0TS.01	TCGA.AN.A0XU.01	TCGA.AR.A0TP.01	TCGA.BH.A0E0.01	TCGA.A2.A0SX.01	TCGA.BH.A18V.01	TCGA.AO.A12F.01	TCGA.AR.A1AJ.01	TCGA.A2.A0YM.01	TCGA.A2.A0ST.01	TCGA.A2.A0CM.01	TCGA.C8.A134.01	TCGA.AN.A0XT.01	TCGA.BH.A0BJ.01	TCGA.A1.A0SH.01	TCGA.BH.A0H6.01	TCGA.AR.A1AK.01	TCGA.BH.A18H.01	TCGA.BH.A0BV.01	TCGA.C8.A132.01	TCGA.A2.A0YI.01	TCGA.A2.A0CQ.01	TCGA.BH.A0B4.01	TCGA.BH.A0DP.01	TCGA.BH.A0E7.01	TCGA.AO.A12A.01	TCGA.BH.A0BS.01	TCGA.BH.A0BQ.01	TCGA.A2.A0EV.01	TCGA.A8.A0A4.01	TCGA.E2.A1B6.01	TCGA.BH.A0GY.01	TCGA.BH.A0BA.01	TCGA.B6.A0RM.01	TCGA.A2.A0SU.01	TCGA.E2.A15J.01	TCGA.E2.A1BC.01	TCGA.A8.A07F.01	TCGA.E2.A15O.01	TCGA.E2.A14Z.01	TCGA.BH.A0BM.01	TCGA.BH.A0HK.01	TCGA.BH.A0H7.01	TCGA.A2.A0YL.01	TCGA.BH.A0BP.01	TCGA.AR.A1AS.01	TCGA.E2.A14Q.01	TCGA.E2.A10E.01	TCGA.AN.A0XO.01	TCGA.E2.A15P.01	TCGA.B6.A0X0.01	TCGA.A2.A04N.01	TCGA.A8.A091.01	TCGA.A8.A099.01	TCGA.B6.A0RQ.01	TCGA.A8.A09I.01	TCGA.A8.A09M.01	TCGA.A8.A082.01	TCGA.E2.A14W.01	TCGA.BH.A18L.01	TCGA.A8.A06N.01	TCGA.AR.A0TT.01	TCGA.A8.A07W.01	TCGA.AO.A03O.01	TCGA.E2.A14O.01	TCGA.BH.A0BF.01	TCGA.AN.A041.01	TCGA.E2.A10A.01	TCGA.AR.A0TY.01	TCGA.E2.A107.01	TCGA.A2.A0YH.01	TCGA.E2.A109.01	TCGA.BH.A18F.01	TCGA.AN.A0FF.01	TCGA.A8.A09R.01	TCGA.C8.A12M.01	TCGA.AN.A0AM.01	TCGA.AN.A0AS.01
JAM2	1.497	0.96275	1.356	0.717	0.59075	0.742	-1.01225	1.59125	1.47875	0.68125	1.37875	0.482	-0.019	-0.13775	-1.034	0.5305	0.9255	0.49575	-1.33075	-0.12475	0.674	0.14875	0.9485	1.06825	-0.35075	1.62925	0.7125	0.56475	1.77275	1.91775	1.4765	0.42175	1.77125	0.89075	1.04025	1.81475	1.487	0.527	2.121	1.48175	0.2475	1.17375	0.4655	2.03975	0.92675	1.46	2.10975	0.887	1.27675	0.59075	1.70325	-0.75475	0.75975	1.145	0.129	1.55475	1.725	1.70725	0.365	2.012	2.362	-0.8115	1.577	0.15125	0.47275	1.741	0.30025	1.80225	1.282	0.72625	1.9445	-0.18725	0.42925	0.599	-0.55075	0.57275	-1.7825	0.71375	0.279	-0.184	-0.0115	1.1245	1.25625	0.3795	0.67025	1.15225	0.94125	1.2235	2.13325	1.6475	0.358	1.15575	0.28675	0.28275
JPH3	-1.1345	-1.615	2.41816666666667	-0.733333333333333	1.63966666666667	-0.699333333333333	-1.8055	-0.696833333333333	2.1575	-1.88283333333333	-2.19616666666667	-1.96233333333333	-4.08233333333333	-2.07266666666667	-2.5775	-2.1355	-0.802833333333333	2.264	-2.8994	-2.571	-1.7435	-2.332	-2.03183333333333	-2.11433333333333	-1.11333333333333	-2.01916666666667	-2.09666666666667	-2.62466666666667	-2.15483333333333	-2.6685	0.752833333333333	-0.614	-1.7625	-2.14533333333333	-0.834666666666667	-0.885666666666667	-1.93316666666667	-2.773	-0.831833333333333	-1.89483333333333	-2.2845	-2.22016666666667	-1.57833333333333	-1.3355	-0.532166666666667	-2.23533333333333	-2.04533333333333	-1.94833333333333	-1.26416666666667	-1.643	-1.68116666666667	-2.50216666666667	-1.029	-2.39533333333333	-1.96833333333333	-2.12933333333333	-1.26866666666667	-2.006	-0.9365	-2.111	-0.1195	-1.14483333333333	-1.67133333333333	-0.274166666666667	-1.1465	-2.3025	-2.30716666666667	-1.11083333333333	-2.54816666666667	-1.58683333333333	-3.149	-1.2415	-1.13116666666667	-1.30566666666667	-1.6795	-2.39	-2.7715	-1.60583333333333	-0.452333333333333	-2.38016666666667	-1.592	-0.3506	-1.466	-1.722	-2.66583333333333	-2.5465	-2.2165	1.57266666666667	-1.12333333333333	-1.86633333333333	-0.885166666666667	-2.47516666666667	1.9435	0.3895
JRKL	0.36075	0.42425	-1.11275	-1.27525	-0.528	1.06175	1.20775	0.846	-0.59125	-0.762	-1.01525	0.20975	1.15075	1.45575	2.56775	0.7045	2.084	1.06025	2.15275	0.9655	0.43	1.0145	0.72425	-0.15925	0.42175	0.4965	0.85875	0.746	-0.30275	0.3605	0.59825	-0.94725	-0.455	-1.249	-1.0185	0.066	-0.62425	-1.693	-0.0585	0.35875	0.14325	-0.37475	1.2235	-0.2855	-0.1105	0.5665	0.15825	0.234	-0.65	-1.558	-0.23575	-1.31175	-0.2565	0.03575	-1.14425	-0.7415	0.47225	0.13675	-0.00325	0.26425	0.15875	-1.916	-0.07875	-0.439	0.00275	0.323	-1.57525	1.158	-1.804	-1.67475	0.62075	-1.5465	-0.855	-1.56175	-0.52925	-0.977	-3.22375	-0.91725	-1.645	-1.4885	0.10625	0.2335	-0.9795	-0.4735	0.356	-1.47475	-0.91325	-1.58725	0.0875	-0.25925	-0.78325	-0.986	-0.71625	0.4695
JUN	-0.549666666666667	1.38483333333333	1.17666666666667	0.762166666666667	-0.0745	2.83966666666667	2.48683333333333	-0.409833333333333	0.837833333333333	-1.5255	0.442333333333333	1.1435	1.36633333333333	1.56733333333333	1.76533333333333	3.10566666666667	-0.2175	0.194166666666667	1.3925	-0.299333333333333	1.40066666666667	1.65083333333333	1.75316666666667	1.44	0.854833333333333	1.95966666666667	1.18083333333333	1.50966666666667	1.285	0.950833333333333	-0.000999999999999999	0.582833333333333	1.9395	1.56366666666667	1.83633333333333	0.604166666666667	1.95216666666667	2.62666666666667	0.292	2.23016666666667	-0.676333333333333	1.3885	0.28	1.822	1.2355	0.293833333333333	0.893833333333333	1.48633333333333	1.97316666666667	-0.189666666666667	2.05516666666667	0.642	2.24183333333333	0.0708333333333333	1.28466666666667	1.02733333333333	2.19033333333333	1.12266666666667	-0.303333333333333	1.28583333333333	2.52133333333333	0.9765	2.24216666666667	1.34683333333333	0.461666666666667	1.38066666666667	0.85	1.54516666666667	-0.508833333333333	-0.550666666666667	0.929166666666667	0.726	0.430833333333333	-0.698666666666667	0.751	1.50133333333333	0.328833333333333	1.16033333333333	0.6905	1.09	0.088	-0.066	0.1565	0.664666666666667	1.5865	2.41166666666667	-0.172666666666667	0.824833333333333	1.99933333333333	1.40566666666667	-0.169333333333333	1.12033333333333	0.857833333333333	0.570666666666667
KBTBD11	-2.885625	-1.759875	-1.7445	-2.56675	0.6465	-1.94625	-4.503625	-2.06375	-2.42425	-1.442375	-0.565	-1.9385	-3.9265	-3.20625	-3.725125	-1.55875	0.162875	-2.191875	0.364375	1.069875	-2.11475	-1.6175	1.215125	-1.74825	-0.076625	-1.35625	-1.32975	-0.703625	0.5275	0.9055	-0.568875	-0.348625	0.167	-0.600125	-0.392	-2.034625	-1.08325	0.3795	-0.7575	-1.747625	-1.063125	-2.13575	-2.89325	-0.302875	-1.38075	0.8365	-1.159625	-2.624125	-0.372	0.04675	-0.5095	-2.844375	-1.422125	-1.865625	-1.240625	-2.296375	-0.37625	-1.32475	-0.44875	-0.351875	0.8455	-3.36775	-1.52575	0.334875	-1.920125	-0.9635	0.21475	-1.18325	0.636875	-0.821875	-0.259375	-0.418875	-0.328875	-1.7085	-2.277375	-2.874	-3.556875	-1.936	-1.46875	-0.171	-0.640125	-1.987625	-0.077875	0.17625	-1.711375	0.057875	-1.56875	2.481625	-1.05175	0.997875	-0.857	-0.096875	-0.3755	-1.810375
KCNB1	-0.0855	2.74925	-1.47975	-0.81475	-1.26	-0.64575	-2.29275	-1.30125	0.13075	-0.6655	-1.72225	-1.589	-0.30425	-1.225	-0.72975	-1.21125	3.25025	1.752	0.611	1.291	-0.407	-0.65025	-0.02525	1.0205	0.37875	2.26625	-0.253	2.04025	-0.4745	-0.014	-1.1735	-1.50175	0.22825	-1.897	-0.80025	-1.18225	-0.0605	-1.0605	-0.104	-0.0405	-0.848	-0.47575	-1.43125	0.02075	-0.63575	-0.18675	1.22225	-1.501	-0.31575	-0.22325	-0.3425	-1.758	0.6345	-1.21	-0.50125	-0.761	0.76225	0.87425	-0.2755	-0.448	1.7505	-1.47575	0.21525	-0.2185	-1.73375	-0.5425	-1.1185	-0.79	-0.75275	-1.372	1.68975	-0.06025	-1.176	-1.43075	-0.35925	2.09525	-1.79375	-1.234	-1.643	-0.45675	-1.59125	-0.49575	-0.839	-0.894	0.0155	-0.326	-1.401	1.148	0.76975	-0.977	1.303	-0.17375	0.20875	-1.11325
KCNE4	-2.12033333333333	0.715	1.30016666666667	0.088	-1.09883333333333	-0.901666666666667	-1.52816666666667	-1.76966666666667	0.301833333333333	0.170166666666667	-0.704833333333333	-1.724	-0.9265	-1.62733333333333	-0.471666666666667	0.838833333333333	-1.64583333333333	-1.51966666666667	-1.363	-0.598666666666667	-1.05483333333333	-0.757	0.886	-0.526833333333333	-2.16666666666667	0.288666666666667	-0.8625	-0.855166666666667	1.2945	3.659	0.312333333333333	-1.04	-2.08633333333333	-0.255166666666667	3.93116666666667	2.37983333333333	0.4845	4.17683333333333	1.88933333333333	2.56216666666667	1.598	2.46516666666667	-1.43433333333333	1.72133333333333	3.49	1.94916666666667	1.03016666666667	-1.03483333333333	3.02166666666667	4.2095	3.19233333333333	2.55683333333333	2.0855	-0.507	2.557	3.45366666666667	2.097	0.403166666666667	-0.0928333333333333	1.5255	-0.250166666666667	2.901	2.523	-0.416833333333333	2.56466666666667	3.0025	3.483	0.2565	4.5245	2.90983333333333	-0.623	3.12016666666667	5.6125	-1.278	3.2715	1.444	-2.274	0.3665	-1.65616666666667	-0.717833333333333	-2.2665	-1.226	0.6035	-1.44216666666667	0.0875	2.98666666666667	2.84166666666667	-0.596166666666667	0.00383333333333334	5.04616666666667	1.95316666666667	-1.21316666666667	0.948333333333333	0.963333333333333
KCNF1	-0.275	-1.304	-0.31675	0.26125	-1.321	-1.019	-1.29525	-0.878	-1.17225	-0.03875	0.32075	-1.12725	-0.4775	-0.68525	-1.17725	-1.195	-0.80425	0.42125	1.24775	-1.20525	-1.9385	-1.42825	-1.25175	1.14225	-0.70675	-0.37675	-1.2075	-1.179	-1.17425	1.3845	-1.20475	3.13275	1.41325	0.81475	2.19375	0.00974999999999999	-1.18275	-1.37425	2.8685	0.2915	3.70525	2.25775	0.078	1.47425	2.9385	-0.92025	-1.34475	3.02225	2.68275	3.4675	-0.55075	-0.55175	-0.08625	2.2035	-0.2825	0.89325	-0.94475	-0.945	3.4845	-0.5265	-0.39275	2.07875	1.3425	-0.71325	2.227	-1.562	1.52	-0.16	-1.256	-1.30325	-0.9115	3.001	-1.54225	3.17875	1.42425	0.855	3.3465	-1.481	-0.0185	1.405	1.54175	2.1495	-0.27225	0.14625	-0.226	1.21875	0.404	-1.27875	1.8365	2.42125	2.0315	-0.33775	1.24275	2.94175
KCNG1	0.90275	-0.180875	-0.69325	-1.253	-1.65125	-1.39925	-1.28925	-2.116375	-2.14575	-1.11075	-0.110125	0.55425	-0.313375	-1.262125	-1.31825	-0.1055	0.100285714285714	-0.075125	0.649375	0.808	0.2755	0.521	0.55325	-0.521	2.37825	-1.13825	0.427	0.997875	-1.868125	-2.094625	-1.77325	-2.0385	-2.22925	-2.25975	-1.91925	-0.9565	-2.2395	-1.84875	-2.084875	-1.782375	-2.235125	-1.884125	-2.05275	-1.931375	-2.197125	-2.206625	-1.63325	-1.77825	-1.810875	-2.193375	-1.5405	-2.149875	-2.630625	-2.083375	-2.121375	-2.241875	-1.584	-1.786625	-1.42325	-1.48525	-0.9405	-2.44	-1.96325	-1.789625	-0.815375	-1.943625	-1.95925	-2.039625	-1.47	-2.141625	-0.98625	-2.139625	-1.998625	-1.634	-1.634875	-2.225	-2.361	-1.94075	-1.175625	-2.08925	-1.967875	-2.595	-2.102875	-2.35425	-1.855	-2.22625	-2.108875	-2.0375	-1.86825	-1.909875	-1.264	1.30425	1.417875	-1.74825
KCNJ16	-0.267666666666667	-0.3635	-0.231833333333333	0.0185	-0.266333333333333	-0.00833333333333332	-0.2815	-0.316166666666667	1.133	0.0325	-0.273333333333333	-0.00580000000000001	1.49033333333333	1.3435	0.711833333333333	4.96833333333333	-0.326666666666667	0.684333333333333	4.32433333333333	-0.00799999999999998	-0.0466666666666667	-0.524	1.10583333333333	1.87883333333333	-0.148166666666667	2.353	-0.407833333333333	0.729666666666667	0.931666666666667	1.40983333333333	1.05783333333333	-0.276666666666667	3.37933333333333	-0.2214	0.650833333333333	1.71116666666667	0.675166666666667	0.0486666666666667	1.2455	4.1135	-0.4485	1.95216666666667	-0.0536666666666667	0.837666666666667	1.54	2.86583333333333	2.10966666666667	0.651666666666667	0.375	1.209	1.337	-0.1322	1.07816666666667	0.09	0.327833333333333	2.142	3.58416666666667	0.0748333333333333	0.0338333333333334	3.31016666666667	1.62	-0.95625	1.328	0.237833333333333	-0.123833333333333	3.41133333333333	0.6382	0.745666666666667	0.266833333333333	-0.368166666666667	4.8845	-0.424666666666667	-0.211166666666667	-0.2735	-0.0496666666666667	0.133	-0.1048	-0.332	-0.792166666666667	-0.505833333333333	-0.407833333333333	0.6398	-0.0585	0.146	-1.11783333333333	1.0965	-0.0933333333333333	0.0581666666666667	1.88416666666667	-0.9784	-0.134666666666667	-0.498	0.0708333333333333	-0.0711666666666667
KCNJ3	-0.8675	-1.14375	4.05475	-0.32025	-1.1175	-0.86575	-1.0445	0.59325	0.52925	-0.55125	5.09425	-1.96875	-1.42575	-1.623	-0.415	-1.526	-0.77125	-0.621	-1.22475	-0.91675	-1.0595	-1.91525	0.4055	-1.83125	-0.339	-1.3635	-1.61925	-1.2945	6.4605	4.9755	0.838	-1.83775	5.13475	2.86325	-0.5545	2.7135	3.118	6.2605	0.91125	4.621	5.091	2.603	-1.6145	0.66475	0.49	-0.47025	6.459	-0.2085	2.57675	1.19925	5.37525	5.301	-1.557	-1.37175	1.6235	-0.92275	-0.9535	-0.669	5.137	2.25125	5.91	-1.13075	0.87725	1.05075	-0.696	2.831	1.675	-0.6035	1.43925	3.948	-0.65575	-0.8735	5.94525	-1.103	-1.84425	5.69225	6.06525	2.75575	5.336	-1.65333333333333	3.86	-0.602666666666667	5.63525	5.6575	5.83	6.15825	4.84975	4.5985	-0.857	5.8165	5.022	6.55375	2.63525	-1.38075
KCNJ6	1.7875	0.8185	-0.1035	2.99116666666667	-0.9195	1.0505	-0.373	0.868	1.27583333333333	0.269666666666667	1.37016666666667	-0.0398333333333333	-0.2065	-0.509166666666667	-0.3925	1.6595	0.721	1.49383333333333	0.246666666666667	-1.22516666666667	0.631833333333333	1.4555	-0.0476666666666667	1.966	1.86433333333333	2.56416666666667	2.39966666666667	0.116333333333333	-0.638333333333333	-1.15725	2.547	0.417666666666667	-0.444	-0.543333333333333	0.220833333333333	1.13583333333333	3.31983333333333	-0.678166666666667	-1.1826	1.29166666666667	0.692833333333333	0.525166666666667	1.19766666666667	2.081	0.897166666666667	-0.888833333333333	-0.283833333333333	0.692166666666667	-0.794	0.0423333333333333	0.310666666666667	0.188666666666667	0.3184	-0.595333333333333	0.202333333333333	-0.118	-0.523166666666667	-1.15416666666667	0.0348333333333333	0.2995	0.5235	1.04466666666667	-0.207666666666667	0.3525	0.616666666666667	0.411833333333333	-0.244	1.78833333333333	2.601	0.200833333333333	-0.7795	1.44816666666667	-0.346166666666667	-0.515166666666667	-0.113833333333333	-1.6206	-0.7375	2.29966666666667	2.14466666666667	-0.702333333333333	-0.571166666666667	0.659333333333333	-0.412166666666667	1.8835	1.34316666666667	-0.653666666666667	1.9965	0.404	-0.178166666666667	-0.484166666666667	3.42083333333333	1.787	0.960333333333333	0.225666666666667
KCNK1	-0.241	1.653125	2.628875	1.713375	2.707125	2.90975	3.1635	1.571625	0.96125	2.7885	1.456125	1.3795	2.635125	0.987125	2.11175	1.605875	0.4575	1.95725	1.90725	-0.39875	1.409875	1.3635	2.188875	1.1125	1.36425	-2.86075	-0.016875	-0.131875	-3.378	-2.247875	2.359	-0.205875	-1.62525	-3.427375	-1.580875	1.25175	-2.6555	3.421125	2.106125	2.009375	-0.31525	0.469	-0.01775	1.626125	2.54125	-2.608875	0.6165	2.172375	1.918375	0.154875	-1.40375	0.686875	-1.9175	2.423875	-2.487125	1.747	-0.881375	2.837	2.796125	1.606875	2.73825	-3.0145	-1.4845	-0.555375	2.26625	-1.038375	0.4625	2.400125	-4.213625	1.898875	1.20075	1.747875	-0.28375	0.843	1.493375	1.643125	-6.894125	1.522375	-1.689	2.426125	-2.488375	1.1815	1.409875	-0.268625	2.72575	2.734875	1.555375	1.949625	2.15775	1.1105	1.425625	-5.695375	1.64475	1.484875
KCNK5	-1.749	-0.485333333333333	-2.49083333333333	-2.7335	-2.1985	-1.631	-1.34216666666667	-1.35666666666667	-1.28133333333333	-2.76616666666667	-2.1555	-1.63266666666667	2.6415	1.52533333333333	2.09616666666667	1.57033333333333	0.9555	2.01033333333333	4.2435	0.129833333333333	0.0355	2.05333333333333	1.86066666666667	0.222833333333333	-0.184666666666667	0.856666666666667	-0.7525	1.8895	-1.357	-1.9195	-1.9545	-2.28633333333333	-0.967333333333333	-1.0785	-2.337	-1.14133333333333	-1.84266666666667	-1.7815	-1.4075	-1.65833333333333	-0.594833333333333	-0.311166666666667	2.8075	-1.353	-2.35616666666667	-1.5515	-0.787	0.981333333333333	-1.45466666666667	-3.381	-1.65533333333333	-2.27416666666667	-1.77133333333333	1.25416666666667	-2.10933333333333	-0.0241666666666667	-1.371	-2.66766666666667	-1.017	-1.1155	-2.08466666666667	-2.34216666666667	-1.766	-2.0035	-0.934166666666667	-2.09483333333333	-2.05066666666667	-0.608166666666667	-2.37283333333333	-2.51616666666667	0.446	-2.63083333333333	-2.33616666666667	-2.88866666666667	-1.38633333333333	-2.45166666666667	-3.2125	-2.114	-0.676166666666667	0.946166666666667	0.4175	-1.083	-0.819833333333333	-2.76366666666667	-2.58633333333333	-2.6945	-0.2375	-2.1645	-1.63483333333333	-3.14383333333333	-1.68116666666667	-1.78533333333333	-1.64483333333333	-0.925
KCNMB4	-0.56625	-0.80325	0.77625	-0.3855	-1.0315	1.45275	-2.62425	1.19625	-0.291	-0.77425	-1.70525	-0.84175	-2.43775	0.92075	-2.7005	-0.771	-1.14375	0.54675	-1.80075	-2.66375	-1.088	-1.98925	0.62375	-1.6845	-2.519	-0.48275	-1.38275	-2.172	-1.10075	-0.39525	2.2785	0.70425	-0.69925	0.51675	-0.386	0.33	1.05475	-1.73975	0.00025	0.03	-0.8925	-0.35975	-0.741	0.18725	-0.74625	-1.28325	-0.85375	-1.5085	-0.343	-0.71525	-0.435	-1.52475	0.103	-0.641	-1.949	-1.18675	0.1275	-1.22325	0.80075	-0.03725	0.788	-1.2275	-0.9925	-1.0865	-0.6775	-0.17675	-1.8255	1.004	-1.1835	-1.639	0.218	-0.731	-1.6905	-0.7375	0.482	-2.70725	-3.273	-1.3575	-0.964	-1.75475	-0.09825	-0.26525	-0.1825	-0.7175	-1.12875	-1.249	-0.97175	0.21725	-0.1795	-1.23025	-0.14875	-0.076	-0.212	1.05
KCTD12	1.49475	2.22725	1.3	1.7535	1.7055	1.25725	0.9585	1.9895	1.943	1.70125	1.59425	1.9855	-0.1435	1.13475	-0.212	1.18225	2.35025	1.038	0.10125	0.7215	2.0065	2.1295	1.4615	3.06425	1.91675	2.94125	2.10425	1.35425	1.96575	2.35775	2.7315	1.73925	2.5895	1.985	2.12225	2.043	2.90475	1.59825	2.22575	2.17125	1.1405	1.8825	1.0235	2.28475	2.345	1.51325	2.1255	1.54125	2.279	0.68375	1.79525	0.80075	1.96425	1.6885	0.751	2.282	2.10475	1.79375	1.663	2.4845	2.464	1.019	1.27475	0.91725	0.5885	1.8275	0.25775	2.486	1.63775	0.8565	2.1195	1.42125	1.73225	2.05925	-0.03275	1.11225	0.05075	2.369	2.001	1.0745	0.1315	2.47925	1.81875	1.583	1.1415	1.4015	2.25575	1.5865	2.3445	2.33375	2.036	0.86375	1.7895	1.67825
KCTD14	-1.59383333333333	-1.863	1.8545	-2.14916666666667	-2.32466666666667	-1.98183333333333	-1.84316666666667	0.726333333333333	-1.15716666666667	-0.837166666666667	3.3455	-1.3095	2.72233333333333	-0.185166666666667	2.27716666666667	-2.38733333333333	1.06683333333333	2.97366666666667	2.385	-2.4645	-0.039	-1.12983333333333	1.31666666666667	1.53333333333333	1.47283333333333	3.35733333333333	-0.6775	1.89433333333333	0.00183333333333333	-0.4605	-0.0585	0.184666666666667	0.0983333333333333	-1.53816666666667	-1.9425	0.311833333333333	-0.496833333333333	-1.8655	-0.160333333333333	-0.0131666666666667	-1.25683333333333	1.00166666666667	-0.75	-0.114666666666667	-0.448	-0.482333333333333	-0.825666666666667	2.52083333333333	-1.519	-0.218666666666667	0.391	-1.18033333333333	-2.03533333333333	-1.48133333333333	-0.1495	-0.762833333333333	0.619666666666667	-2.235	-1.57166666666667	1.73416666666667	-0.633666666666667	-2.5205	0.611666666666667	2.15766666666667	-0.9195	-0.970833333333333	1.932	0.1475	-1.095	1.9185	3.33566666666667	-1.54516666666667	-1.932	0.918333333333333	0.689833333333333	-0.820333333333333	-2.96866666666667	-2.0745	-2.52566666666667	-2.21083333333333	-1.24433333333333	0.115	-1.28966666666667	-1.9605	-2.12566666666667	-1.2525	-0.433833333333333	-2.43266666666667	-1.04	-3.0095	-2.01983333333333	-2.68783333333333	-1.52716666666667	-1.0465
KDELR3	0.735166666666667	0.568833333333333	0.154833333333333	1.20383333333333	2.20966666666667	3.36466666666667	1.23766666666667	1.2575	2.42083333333333	0.621333333333333	2.31383333333333	-0.333666666666667	1.21633333333333	-0.694	-0.445666666666667	0.194666666666667	1.847	1.33333333333333	2.77633333333333	-1.06966666666667	0.615	2.30133333333333	0.352333333333333	-0.149166666666667	0.234166666666667	-0.365333333333333	0.4225	0.228333333333333	-1.35566666666667	0.7805	1.75916666666667	0.0811666666666667	0.0705	-0.598166666666667	1.30233333333333	-0.0963333333333333	2.30666666666667	0.851833333333333	0.121333333333333	1.0575	-0.992	-0.0683333333333333	-0.4635	0.831	1.13133333333333	0.316333333333333	0.309666666666667	-0.272166666666667	0.8665	-2.27033333333333	-0.093	-0.378166666666667	0.393333333333333	0.083	-1.0065	-1.129	0.270666666666667	1.001	1.048	0.191166666666667	1.97316666666667	0.0605	0.339	1.63016666666667	-0.172666666666667	-0.0793333333333333	-0.5575	0.1625	-1.70416666666667	2.24666666666667	-0.798166666666667	2.17016666666667	-1.26183333333333	0.263	-0.2205	-1.85233333333333	-3.06766666666667	-0.823666666666667	1.22016666666667	-1.57216666666667	-0.933166666666667	0.603666666666667	1.36316666666667	-0.00316666666666667	1.02266666666667	-0.619666666666667	-0.162833333333333	-0.3035	0.424666666666667	0.686666666666667	0.468166666666667	-2.40733333333333	1.9055	1.92233333333333
KGFLP1	0.49475	1.2615	1.35975	0.63475	1.61375	1.04625	-0.79825	1.2845	2.3495	0.95775	1.299	0.98575	1.858	-0.18975	1.026	1.64375	1.75375	1.1725	1.869	1.7085	1.62475	1.785	3.09075	2.22375	1.03	2.028	1.98875	2.6425	2.05925	2.14325	2.8995	1.75675	1.895	1.3805	1.54575	2.04075	1.6185	1.0615	1.40175	2.49975	2.0275	1.60475	1.45675	2.3635	1.453	3.3365	1.8015	1.077	1.75625	1.8795	3.946	0.32575	1.89325	3.15375	1.83425	1.4135	2.3145	2.34825	-0.41725	2.44875	2.6645	-0.69425	1.96025	1.161	2.01575	2.28675	1.43075	2.11725	2.4085	-0.138	2.23375	0.20875	1.65	1.88375	1.05425	0.281	1.88125	1.812	2.12875	1.11725	-0.19475	1.43775	0.59225	0.89925	1.921	1.189	2.376	0.44775	2.55875	1.715	1.31825	1.36175	1.21625	1.84425
KIAA0101	-0.9778	-1.7161	-2.3334	-1.0747	-0.7077	-2.6772	-0.6653	-1.186	-1.3528	-1.2761	-0.8764	-1.4709	-0.9485	-0.7989	-1.9581	-1.6054	-0.7645	-1.0513	-2.2542	-1.8651	-3.6196	-0.9535	-1.4008	-1.5863	-1.2851	-1.7855	-1.1749	-0.7052	-2.2881	-1.7125	-2.4197	-1.8725	-1.7504	-2.0804	-1.7207	-2.4196	-2.9145	-1.4883	-1.2427	-2.18544444444444	-2.5423	-1.573	-2.1458	-2.1997	-0.8798	-1.3075	-2.5938	-1.647	-2.5093	-1.3529	-0.4224	-1.9701	-4.2829	-1.7521	-1.1672	-0.9226	-2.913	-2.1404	-2.0232	-1.1987	-1.8784	-1.0547	-1.4735	-1.4167	-1.8149	-2.2844	-1.7825	-1.7655	-2.2413	-2.0202	-3.4246	-0.7234	-0.9915	-1.2483	-1.3669	-0.9579	-2.2384	-1.7743	-0.8999	-0.708	-1.2476	-2.0696	-1.6663	-0.9217	-0.5436	-0.2036	-1.4276	-1.0492	-1.3114	-0.9484	-1.6896	-1.3062	-1.4845	-2.0334
KIAA0319	2.28475	-1.996125	-1.0155	-1.22714285714286	-2.259875	1.621	2.135	-0.76175	0.07675	-0.847875	-1.73875	-0.365625	1.11775	-1.33225	-1.847375	-1.30814285714286	-1.588875	0.25	-1.02	-1.980375	-0.885	-2.145	-1.803375	-1.22	-0.850375	-1.8815	-2.26025	-0.4975	-1.609125	-2.10342857142857	-1.466375	-2.080375	-1.175625	-1.0605	-0.61025	-0.977375	-1.359125	-2.50975	0.912375	-2.146375	-2.882625	-1.386375	-1.971875	-1.33175	-2.4005	-1.78875	-1.27075	-0.485625	-1.53775	-1.09275	1.50075	-2.72125	-2.327875	-2.836125	-0.203375	-1.66425	-1.70725	-2.765125	-1.51325	-1.11725	-0.52625	-1.336875	-0.847	-1.042	-1.28475	-2.033125	-1.757375	-1.54325	-1.66725	-1.836	-1.911625	-0.404375	1.17925	-0.702125	1.73675	3.207375	-0.2885	-0.921	-0.391375	-0.5055	-0.7835	-1.802	-1.645625	1.977	-1.017625	-1.422375	-0.483625	0.976375	-0.9995	-1.517625	-0.61075	-1.24075	-0.352625	-0.286625
